java -jar itc2021.jar ITC2021_Middle_1.xml ITC2021_Middle_1Soln.xml -start ITC2021_Middle_1Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle1
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      17M |        - |    27_6372 |    27_6372 |   10382.72 | *
    |      17M |        - |    27_6332 |    27_6332 |   10382.99 | *
    |      17M |        - |    20_6293 |    20_6293 |   10385.18 | *
    |      17M |        - |    20_6293 |    20_6293 |   10385.44 | 
    |      17M |        - |     5_6039 |    20_6293 |   10404.86 | p-4
    | ILS perturbation level=4                      |   10404.86 | 
    |      17M |        - |     5_6039 |    96_6516 |   10404.86 | p-4
    |      17M |        - |    96_6511 |    96_6511 |   10404.86 | *
    |      17M |        - |    95_6512 |    95_6512 |   10404.87 | *
    |      17M |        - |    93_6472 |    93_6472 |   10404.87 | *
    |      17M |        - |    92_6572 |    92_6572 |   10404.89 | *
    |      17M |        - |    90_6612 |    90_6612 |   10404.90 | *
    |      17M |        - |    87_6612 |    87_6612 |   10404.90 | *
    |      17M |        - |    81_6608 |    81_6608 |   10404.92 | *
    |      17M |        - |    79_6626 |    79_6626 |   10404.93 | *
    |      17M |        - |    74_6649 |    74_6649 |   10405.95 | *
    |      17M |        - |    74_6640 |    74_6640 |   10405.97 | *
    |      17M |        - |    70_6626 |    70_6626 |   10410.37 | *
    |      17M |        - |    70_6620 |    70_6620 |   10410.56 | *
    |      17M |        - |    67_6532 |    67_6532 |   10410.86 | *
    |      17M |        - |    64_6541 |    64_6541 |   10410.86 | *
    |      17M |        - |    63_6536 |    63_6536 |   10410.89 | *
    |      17M |        - |    62_6530 |    62_6530 |   10411.25 | *
    |      17M |        - |    57_6510 |    57_6510 |   10411.37 | *
    |      17M |        - |    57_6506 |    57_6506 |   10411.87 | *
    |      17M |        - |    52_6351 |    52_6351 |   10414.05 | *
    |      17M |        - |    50_6339 |    50_6339 |   10414.92 | *
    |      17M |        - |    49_6360 |    49_6360 |   10415.76 | *
    |      17M |        - |    46_6361 |    46_6361 |   10417.66 | *
    |      17M |        - |    45_6357 |    45_6357 |   10417.89 | *
    |      17M |        - |    44_6382 |    44_6382 |   10418.13 | *
    |      17M |        - |    43_6382 |    43_6382 |   10420.38 | *
    |      17M |        - |    42_6552 |    42_6552 |   10422.32 | *
    |      17M |        - |    40_6620 |    40_6620 |   10426.41 | *
    |      17M |        - |    39_6688 |    39_6688 |   10430.21 | *
    |      17M |        - |    39_6683 |    39_6683 |   10430.25 | *
    |      17M |        - |    37_6623 |    37_6623 |   10430.29 | *
    |      17M |        - |    36_6648 |    36_6648 |   10430.33 | *
    |      17M |        - |    35_6543 |    35_6543 |   10431.50 | *
    |      17M |        - |    31_6583 |    31_6583 |   10431.94 | *
    |      17M |        - |    31_6571 |    31_6571 |   10432.05 | *
    |      17M |        - |    30_6601 |    30_6601 |   10434.01 | *
    |      17M |        - |    30_6601 |    30_6601 |   10442.08 | 
    |      17M |        - |    28_6512 |    28_6512 |   10445.59 | *
    |      17M |        - |    27_6473 |    27_6473 |   10448.12 | *
    |      17M |        - |     5_6039 |    27_6473 |   10471.18 | p-4
    | ILS perturbation level=4                      |   10471.18 | 
    |      17M |        - |     5_6039 |   121_6093 |   10471.20 | p-4
    |      17M |        - |   116_6109 |   116_6109 |   10471.20 | *
    |      17M |        - |   115_6105 |   115_6105 |   10471.20 | *
    |      17M |        - |   112_6115 |   112_6115 |   10471.20 | *
    |      17M |        - |   111_6109 |   111_6109 |   10471.22 | *
    |      17M |        - |   109_6117 |   109_6117 |   10471.23 | *
    |      17M |        - |   107_6126 |   107_6126 |   10471.23 | *
    |      17M |        - |    96_6148 |    96_6148 |   10472.92 | *
    |      17M |        - |    94_6122 |    94_6122 |   10472.92 | *
    |      17M |        - |    94_6117 |    94_6117 |   10472.92 | *
    |      17M |        - |    92_6122 |    92_6122 |   10472.94 | *
    |      17M |        - |    92_6104 |    92_6104 |   10472.94 | *
    |      17M |        - |    79_6297 |    79_6297 |   10477.79 | *
    |      17M |        - |    79_6289 |    79_6289 |   10477.80 | *
    |      17M |        - |    78_6308 |    78_6308 |   10479.62 | *
    |      17M |        - |    71_6383 |    71_6383 |   10479.84 | *
    |      17M |        - |    69_6416 |    69_6416 |   10479.84 | *
    |      17M |        - |    67_6463 |    67_6463 |   10482.98 | *
    |      17M |        - |    67_6458 |    67_6458 |   10483.04 | *
    |      17M |        - |    63_6465 |    63_6465 |   10483.29 | *
    |      17M |        - |    62_6475 |    62_6475 |   10483.46 | *
    |      17M |        - |    60_6490 |    60_6490 |   10483.46 | *
    |      17M |        - |    60_6481 |    60_6481 |   10483.48 | *
    |      17M |        - |    60_6471 |    60_6471 |   10483.48 | *
    |      17M |        - |    59_6503 |    59_6503 |   10483.60 | *
    |      17M |        - |    58_6458 |    58_6458 |   10483.62 | *
    |      17M |        - |    55_6446 |    55_6446 |   10484.07 | *
    |      17M |        - |    55_6442 |    55_6442 |   10484.27 | *
    |      17M |        - |    55_6437 |    55_6437 |   10484.31 | *
    |      17M |        - |    54_6422 |    54_6422 |   10484.37 | *
    |      17M |        - |    53_6427 |    53_6427 |   10484.92 | *
    |      17M |        - |    52_6438 |    52_6438 |   10496.36 | *
    |      17M |        - |    50_6366 |    50_6366 |   10501.69 | *
    |      17M |        - |    47_6456 |    47_6456 |   10502.41 | *
    |      17M |        - |    44_6373 |    44_6373 |   10505.86 | *
    |      17M |        - |    44_6233 |    44_6233 |   10505.86 | *
    |      17M |        - |    42_6293 |    42_6293 |   10508.24 | *
    |      17M |        - |    42_6288 |    42_6288 |   10508.38 | *
    |      17M |        - |    38_6067 |    38_6067 |   10511.77 | *
    |      17M |        - |    38_6062 |    38_6062 |   10512.18 | *
    |      17M |        - |    38_6062 |    38_6062 |   10512.33 | 
    |      17M |        - |    37_6041 |    37_6041 |   10512.47 | *
    |      17M |        - |    36_5991 |    36_5991 |   10512.52 | *
    |      17M |        - |    35_6111 |    35_6111 |   10517.55 | *
    |      17M |        - |    35_6101 |    35_6101 |   10517.62 | *
    |      17M |        - |    34_6102 |    34_6102 |   10518.34 | *
    |      17M |        - |     5_6039 |    34_6102 |   10540.50 | p-4
    | ILS perturbation level=4                      |   10540.50 | 
    |      17M |        - |     5_6039 |   105_6117 |   10540.50 | p-4
    |      17M |        - |   105_6102 |   105_6102 |   10540.51 | *
    |      17M |        - |   104_6107 |   104_6107 |   10540.51 | *
    |      17M |        - |   103_6123 |   103_6123 |   10540.53 | *
    |      17M |        - |   103_6118 |   103_6118 |   10540.53 | *
    |      17M |        - |   101_6129 |   101_6129 |   10540.53 | *
    |      17M |        - |   101_6114 |   101_6114 |   10540.53 | *
    |      17M |        - |    95_6084 |    95_6084 |   10540.53 | *
    |      17M |        - |    93_6113 |    93_6113 |   10540.54 | *
    |      17M |        - |    91_6104 |    91_6104 |   10540.56 | *
    |      17M |        - |    90_6094 |    90_6094 |   10540.61 | *
    |      17M |        - |    90_6089 |    90_6089 |   10540.62 | *
    |      17M |        - |    89_6242 |    89_6242 |   10540.64 | *
    |      17M |        - |    85_6245 |    85_6245 |   10541.71 | *
    |      17M |        - |    85_6240 |    85_6240 |   10541.71 | *
    |      17M |        - |    85_6236 |    85_6236 |   10541.71 | *
    |      17M |        - |    83_6247 |    83_6247 |   10541.90 | *
    |      17M |        - |    83_6237 |    83_6237 |   10541.92 | *
    |      17M |        - |    82_6271 |    82_6271 |   10541.94 | *
    |      17M |        - |    81_6267 |    81_6267 |   10541.95 | *
    |      17M |        - |    80_6296 |    80_6296 |   10541.97 | *
    |      17M |        - |    80_6292 |    80_6292 |   10541.97 | *
    |      17M |        - |    79_6277 |    79_6277 |   10541.97 | *
    |      17M |        - |    78_6278 |    78_6278 |   10542.44 | *
    |      17M |        - |    78_6218 |    78_6218 |   10542.44 | *
    |      17M |        - |    77_6218 |    77_6218 |   10542.45 | *
    |      17M |        - |    75_6212 |    75_6212 |   10542.45 | *
    |      17M |        - |    74_6212 |    74_6212 |   10542.56 | *
    |      17M |        - |    74_6211 |    74_6211 |   10542.56 | *
    |      17M |        - |    72_6200 |    72_6200 |   10542.76 | *
    |      17M |        - |    67_6065 |    67_6065 |   10542.97 | *
    |      17M |        - |    66_6075 |    66_6075 |   10542.97 | *
    |      17M |        - |    58_6073 |    58_6073 |   10549.56 | *
    |      17M |        - |    58_6067 |    58_6067 |   10549.62 | *
    |      17M |        - |    58_6059 |    58_6059 |   10549.80 | *
    |      17M |        - |    56_6125 |    56_6125 |   10553.98 | *
    |      17M |        - |    53_6080 |    53_6080 |   10555.16 | *
    |      17M |        - |    51_6129 |    51_6129 |   10557.69 | *
    |      17M |        - |    50_6104 |    50_6104 |   10557.80 | *
    |      17M |        - |    48_6123 |    48_6123 |   10557.92 | *
    |      17M |        - |    48_6119 |    48_6119 |   10557.94 | *
    |      17M |        - |    47_6125 |    47_6125 |   10558.87 | *
    |      17M |        - |    46_6292 |    46_6292 |   10571.38 | *
    |      17M |        - |    46_6287 |    46_6287 |   10571.83 | *
    |      17M |        - |    46_6277 |    46_6277 |   10571.83 | *
    |      17M |        - |    46_6262 |    46_6262 |   10572.43 | *
    |      17M |        - |    46_6252 |    46_6252 |   10572.47 | *
    |      17M |        - |    42_6274 |    42_6274 |   10583.57 | *
    |      17M |        - |    41_6285 |    41_6285 |   10583.57 | *
    |      17M |        - |    40_6290 |    40_6290 |   10583.62 | *
    |      17M |        - |    39_6295 |    39_6295 |   10583.62 | *
    |      17M |        - |    39_6270 |    39_6270 |   10583.77 | *
    |      17M |        - |    39_6270 |    39_6270 |   10586.19 | 
    |      17M |        - |    38_6270 |    38_6270 |   10598.66 | *
    |      17M |        - |    37_6271 |    37_6271 |   10606.52 | *
    |      17M |        - |    37_6266 |    37_6266 |   10606.66 | *
    |      17M |        - |    36_6297 |    36_6297 |   10608.50 | *
    |      17M |        - |    36_6296 |    36_6296 |   10608.54 | *
    |      17M |        - |    34_6296 |    34_6296 |   10610.13 | *
    |      17M |        - |    33_6283 |    33_6283 |   10620.41 | *
    |      17M |        - |    33_6277 |    33_6277 |   10620.41 | *
    |      17M |        - |    33_6267 |    33_6267 |   10621.51 | *
    |      17M |        - |    32_6309 |    32_6309 |   10624.02 | *
    |      17M |        - |    31_6385 |    31_6385 |   10627.29 | *
    |      17M |        - |    30_6358 |    30_6358 |   10627.90 | *
    |      17M |        - |    30_6349 |    30_6349 |   10630.08 | *
    |      17M |        - |    28_6423 |    28_6423 |   10635.36 | *
    |      17M |        - |    27_6428 |    27_6428 |   10635.48 | *
    |      17M |        - |    27_6423 |    27_6423 |   10635.63 | *
    |      17M |        - |    27_6423 |    27_6423 |   10636.46 | 
    |      17M |        - |     5_6039 |    27_6423 |   10656.27 | p-4
    | ILS perturbation level=4                      |   10656.27 | 
    |      17M |        - |     5_6039 |    98_6260 |   10656.27 | p-4
    |      17M |        - |    97_6256 |    97_6256 |   10656.27 | *
    |      17M |        - |    95_6265 |    95_6265 |   10656.28 | *
    |      17M |        - |    92_6256 |    92_6256 |   10656.28 | *
    |      17M |        - |    91_6262 |    91_6262 |   10656.28 | *
    |      17M |        - |    87_6256 |    87_6256 |   10656.28 | *
    |      17M |        - |    84_6261 |    84_6261 |   10656.28 | *
    |      17M |        - |    82_6283 |    82_6283 |   10656.28 | *
    |      17M |        - |    75_6443 |    75_6443 |   10661.99 | *
    |      17M |        - |    74_6427 |    74_6427 |   10661.99 | *
    |      17M |        - |    74_6422 |    74_6422 |   10661.99 | *
    |      17M |        - |    66_6466 |    66_6466 |   10662.25 | *
    |      17M |        - |    66_6465 |    66_6465 |   10662.25 | *
    |      17M |        - |    65_6470 |    65_6470 |   10662.27 | *
    |      17M |        - |    65_6469 |    65_6469 |   10662.27 | *
    |      17M |        - |    61_6479 |    61_6479 |   10662.30 | *
    |      17M |        - |    57_6458 |    57_6458 |   10662.32 | *
    |      17M |        - |    56_6458 |    56_6458 |   10662.35 | *
    |      17M |        - |    54_6421 |    54_6421 |   10662.46 | *
    |      17M |        - |    53_6397 |    53_6397 |   10663.29 | *
    |      17M |        - |    51_6402 |    51_6402 |   10663.46 | *
    |      17M |        - |    51_6381 |    51_6381 |   10666.32 | *
    |      17M |        - |    50_6351 |    50_6351 |   10667.83 | *
    |      17M |        - |    49_6301 |    49_6301 |   10668.26 | *
    |      17M |        - |    49_6288 |    49_6288 |   10668.44 | *
    |      17M |        - |    48_6308 |    48_6308 |   10669.33 | *
    |      17M |        - |    48_6303 |    48_6303 |   10669.40 | *
    |      17M |        - |    47_6273 |    47_6273 |   10669.82 | *
    |      17M |        - |    45_6278 |    45_6278 |   10669.97 | *
    |      17M |        - |    44_6357 |    44_6357 |   10670.36 | *
    |      17M |        - |    44_6327 |    44_6327 |   10670.36 | *
    |      17M |        - |    44_6322 |    44_6322 |   10671.57 | *
    |      17M |        - |    34_6426 |    34_6426 |   10672.88 | *
    |      17M |        - |    34_6422 |    34_6422 |   10672.89 | *
    |      17M |        - |    34_6419 |    34_6419 |   10682.83 | *
    |      17M |        - |    32_6489 |    32_6489 |   10684.30 | *
    |      17M |        - |    32_6488 |    32_6488 |   10684.58 | *
    |      17M |        - |    31_6523 |    31_6523 |   10691.48 | *
    |      17M |        - |    29_6548 |    29_6548 |   10691.50 | *
    |      17M |        - |    29_6547 |    29_6547 |   10691.64 | *
    |      17M |        - |    29_6537 |    29_6537 |   10691.64 | *
    |      17M |        - |    29_6537 |    29_6537 |   10694.76 | 
    |      17M |        - |    28_6589 |    28_6589 |   10703.16 | *
    |      17M |        - |    28_6575 |    28_6575 |   10703.17 | *
    |      17M |        - |    26_6570 |    26_6570 |   10710.78 | *
    |      17M |        - |    26_6569 |    26_6569 |   10710.80 | *
    |      17M |        - |    25_6350 |    25_6350 |   10730.40 | *
    |      17M |        - |    25_6344 |    25_6344 |   10730.54 | *
    |      17M |        - |    25_6344 |    25_6344 |   10735.86 | 
    |      17M |        - |     5_6039 |    25_6344 |   10748.54 | p-4
    | ILS perturbation level=4                      |   10748.54 | 
    |      17M |        - |     5_6039 |   109_5920 |   10748.55 | p-4
    |      17M |        - |   106_5929 |   106_5929 |   10748.55 | *
