java -jar itc2021.jar ITC2021_Middle_2.xml ITC2021_Middle_2Soln.xml -start ITC2021_Middle_2Soln.xml -seed 1 -time 10800 -verbose 0 -fixOptTime 100

Instance....: Middle2
Algorithm...: ILS (rnaMax=50K, itersP=50, p0=1, pMax=20)
Other params: maxIters=1000K, seed=1, timeLimit=10800.00s

    /------------------------------------------------------------\
    |     Iter |   Gap(%) |         S* |         S' |       Time | 
    |      15M |        - |    28_7274 |    28_7274 |   10234.12 | *
    |      15M |        - |    28_7269 |    28_7269 |   10234.14 | *
    |      15M |        - |    23_7284 |    23_7284 |   10234.26 | *
    |      15M |        - |    22_7234 |    22_7234 |   10244.19 | *
    |      15M |        - |    22_7234 |    22_7234 |   10259.35 | 
    |      15M |        - |    17_7328 |    22_7234 |   10266.02 | p-3
    | ILS perturbation level=3                      |   10266.02 | 
    |      15M |        - |    17_7328 |   142_7251 |   10266.02 | p-3
    |      15M |        - |   142_7116 |   142_7116 |   10266.02 | *
    |      15M |        - |   141_6946 |   141_6946 |   10266.02 | *
    |      15M |        - |   138_6931 |   138_6931 |   10266.02 | *
    |      15M |        - |   136_6931 |   136_6931 |   10266.03 | *
    |      15M |        - |   135_6961 |   135_6961 |   10266.03 | *
    |      15M |        - |   134_7001 |   134_7001 |   10266.05 | *
    |      15M |        - |   133_7001 |   133_7001 |   10266.05 | *
    |      15M |        - |   106_7082 |   106_7082 |   10266.17 | *
    |      15M |        - |   106_7032 |   106_7032 |   10266.17 | *
    |      15M |        - |   103_7053 |   103_7053 |   10266.19 | *
    |      15M |        - |   103_6993 |   103_6993 |   10266.21 | *
    |      15M |        - |   102_6998 |   102_6998 |   10266.21 | *
    |      15M |        - |    99_7063 |    99_7063 |   10267.32 | *
    |      15M |        - |    96_7080 |    96_7080 |   10267.69 | *
    |      15M |        - |    96_7075 |    96_7075 |   10267.69 | *
    |      15M |        - |    93_7198 |    93_7198 |   10268.66 | *
    |      15M |        - |    92_7239 |    92_7239 |   10268.71 | *
    |      15M |        - |    92_7184 |    92_7184 |   10268.71 | *
    |      15M |        - |    88_7352 |    88_7352 |   10277.40 | *
    |      15M |        - |    83_7399 |    83_7399 |   10277.61 | *
    |      15M |        - |    71_7369 |    71_7369 |   10277.66 | *
    |      15M |        - |    70_7430 |    70_7430 |   10279.96 | *
    |      15M |        - |    68_7501 |    68_7501 |   10283.20 | *
    |      15M |        - |    68_7476 |    68_7476 |   10283.21 | *
    |      15M |        - |    67_7459 |    67_7459 |   10284.03 | *
    |      15M |        - |    66_7467 |    66_7467 |   10285.70 | *
    |      15M |        - |    65_7480 |    65_7480 |   10290.72 | *
    |      15M |        - |    65_7430 |    65_7430 |   10291.29 | *
    |      15M |        - |    63_7360 |    63_7360 |   10292.32 | *
    |      15M |        - |    61_7385 |    61_7385 |   10292.35 | *
    |      15M |        - |    57_7536 |    57_7536 |   10294.71 | *
    |      15M |        - |    56_7551 |    56_7551 |   10294.84 | *
    |      15M |        - |    56_7547 |    56_7547 |   10297.08 | *
    |      15M |        - |    54_7621 |    54_7621 |   10297.83 | *
    |      15M |        - |    53_7653 |    53_7653 |   10302.24 | *
    |      15M |        - |    53_7608 |    53_7608 |   10302.27 | *
    |      15M |        - |    52_7494 |    52_7494 |   10308.89 | *
    |      15M |        - |    17_7328 |    52_7494 |   10345.58 | p-3
    | ILS perturbation level=3                      |   10345.58 | 
    |      15M |        - |    17_7328 |   101_7449 |   10345.58 | p-3
    |      15M |        - |   101_7448 |   101_7448 |   10345.58 | *
    |      15M |        - |   101_7443 |   101_7443 |   10345.58 | *
    |      15M |        - |    99_7433 |    99_7433 |   10345.58 | *
    |      15M |        - |    99_7283 |    99_7283 |   10345.60 | *
    |      15M |        - |    98_7267 |    98_7267 |   10345.61 | *
    |      15M |        - |    97_7318 |    97_7318 |   10345.63 | *
    |      15M |        - |    97_7265 |    97_7265 |   10345.63 | *
    |      15M |        - |    97_7245 |    97_7245 |   10345.63 | *
    |      15M |        - |    93_7260 |    93_7260 |   10345.64 | *
    |      15M |        - |    81_7176 |    81_7176 |   10346.13 | *
    |      15M |        - |    80_7176 |    80_7176 |   10346.21 | *
    |      15M |        - |    80_7167 |    80_7167 |   10346.21 | *
    |      15M |        - |    78_7208 |    78_7208 |   10346.22 | *
    |      15M |        - |    77_7283 |    77_7283 |   10346.56 | *
    |      15M |        - |    76_7261 |    76_7261 |   10346.60 | *
    |      15M |        - |    71_7266 |    71_7266 |   10346.64 | *
    |      15M |        - |    65_7261 |    65_7261 |   10346.66 | *
    |      15M |        - |    59_7263 |    59_7263 |   10346.67 | *
    |      15M |        - |    59_7243 |    59_7243 |   10346.85 | *
    |      15M |        - |    58_7263 |    58_7263 |   10347.06 | *
    |      15M |        - |    58_7232 |    58_7232 |   10347.06 | *
    |      15M |        - |    55_7231 |    55_7231 |   10347.16 | *
    |      15M |        - |    55_7222 |    55_7222 |   10347.22 | *
    |      15M |        - |    53_7217 |    53_7217 |   10347.50 | *
    |      15M |        - |    50_7055 |    50_7055 |   10347.69 | *
    |      15M |        - |    48_7066 |    48_7066 |   10347.69 | *
    |      15M |        - |    47_7086 |    47_7086 |   10347.70 | *
    |      15M |        - |    43_7042 |    43_7042 |   10348.24 | *
    |      15M |        - |    43_7042 |    43_7042 |   10354.16 | 
    |      15M |        - |    42_7141 |    42_7141 |   10360.71 | *
    |      15M |        - |    38_7038 |    38_7038 |   10363.79 | *
    |      15M |        - |    37_7083 |    37_7083 |   10363.90 | *
    |      15M |        - |    37_7042 |    37_7042 |   10364.24 | *
    |      15M |        - |    34_6896 |    34_6896 |   10366.99 | *
    |      15M |        - |    33_7051 |    33_7051 |   10366.99 | *
    |      15M |        - |    30_7037 |    30_7037 |   10369.43 | *
    |      15M |        - |    30_7021 |    30_7021 |   10370.04 | *
    |      15M |        - |    17_7328 |    30_7021 |   10393.22 | p-3
    | ILS perturbation level=3                      |   10393.22 | 
    |      15M |        - |    17_7328 |   123_7397 |   10393.22 | p-3
    |      15M |        - |   120_7377 |   120_7377 |   10393.24 | *
    |      15M |        - |   117_7373 |   117_7373 |   10393.25 | *
    |      15M |        - |   114_7350 |   114_7350 |   10393.27 | *
    |      15M |        - |   111_7340 |   111_7340 |   10393.29 | *
    |      15M |        - |   110_7340 |   110_7340 |   10393.30 | *
    |      15M |        - |   108_7240 |   108_7240 |   10393.30 | *
    |      15M |        - |   104_7290 |   104_7290 |   10393.31 | *
    |      15M |        - |   103_7285 |   103_7285 |   10393.31 | *
    |      15M |        - |   103_7260 |   103_7260 |   10393.33 | *
    |      15M |        - |    97_7273 |    97_7273 |   10393.34 | *
    |      15M |        - |    94_7268 |    94_7268 |   10393.35 | *
    |      15M |        - |    93_7279 |    93_7279 |   10393.37 | *
    |      15M |        - |    91_7293 |    91_7293 |   10393.38 | *
    |      15M |        - |    91_7249 |    91_7249 |   10393.40 | *
    |      15M |        - |    87_7268 |    87_7268 |   10393.40 | *
    |      15M |        - |    83_7252 |    83_7252 |   10393.41 | *
    |      15M |        - |    81_7263 |    81_7263 |   10393.44 | *
    |      15M |        - |    80_7237 |    80_7237 |   10393.56 | *
    |      15M |        - |    80_7212 |    80_7212 |   10393.58 | *
    |      15M |        - |    80_7207 |    80_7207 |   10393.63 | *
    |      15M |        - |    79_7218 |    79_7218 |   10393.63 | *
    |      15M |        - |    78_7216 |    78_7216 |   10393.64 | *
    |      15M |        - |    77_7241 |    77_7241 |   10393.73 | *
    |      15M |        - |    77_7235 |    77_7235 |   10393.86 | *
    |      15M |        - |    77_7229 |    77_7229 |   10393.92 | *
    |      15M |        - |    75_7214 |    75_7214 |   10395.07 | *
    |      15M |        - |    74_7269 |    74_7269 |   10395.53 | *
    |      15M |        - |    67_6912 |    67_6912 |   10397.25 | *
    |      15M |        - |    64_7052 |    64_7052 |   10401.85 | *
    |      15M |        - |    64_7002 |    64_7002 |   10402.16 | *
    |      15M |        - |    63_7006 |    63_7006 |   10402.23 | *
    |      15M |        - |    61_6985 |    61_6985 |   10402.27 | *
    |      15M |        - |    59_6804 |    59_6804 |   10402.84 | *
    |      15M |        - |    58_6819 |    58_6819 |   10402.91 | *
    |      15M |        - |    55_6806 |    55_6806 |   10404.77 | *
    |      15M |        - |    52_6817 |    52_6817 |   10406.90 | *
    |      15M |        - |    51_6851 |    51_6851 |   10418.18 | *
    |      15M |        - |    51_6851 |    51_6851 |   10425.24 | 
    |      15M |        - |    50_6761 |    50_6761 |   10429.00 | *
    |      15M |        - |    48_6810 |    48_6810 |   10444.10 | *
    |      15M |        - |    47_6810 |    47_6810 |   10444.58 | *
    |      15M |        - |    44_7164 |    44_7164 |   10458.47 | *
    |      15M |        - |    44_6959 |    44_6959 |   10458.69 | *
    |      15M |        - |    41_6972 |    41_6972 |   10477.27 | *
    |      15M |        - |    41_6972 |    41_6972 |   10494.46 | 
    |      15M |        - |    40_7127 |    40_7127 |   10500.99 | *
    |      15M |        - |    39_7164 |    39_7164 |   10503.21 | *
    |      15M |        - |    39_7154 |    39_7154 |   10503.21 | *
    |      15M |        - |    38_7269 |    38_7269 |   10514.79 | *
    |      15M |        - |    38_7259 |    38_7259 |   10514.96 | *
    |      15M |        - |    37_7234 |    37_7234 |   10520.13 | *
    |      15M |        - |    36_7145 |    36_7145 |   10524.88 | *
    |      15M |        - |    36_7065 |    36_7065 |   10524.90 | *
    |      15M |        - |    33_7075 |    33_7075 |   10525.29 | *
    |      15M |        - |    33_7075 |    33_7075 |   10545.61 | 
    |      15M |        - |    17_7328 |    33_7075 |   10547.80 | p-3
    | ILS perturbation level=3                      |   10547.80 | 
    |      15M |        - |    17_7328 |    92_7383 |   10547.80 | p-3
    |      15M |        - |    89_7403 |    89_7403 |   10547.81 | *
    |      15M |        - |    86_7343 |    86_7343 |   10547.83 | *
    |      15M |        - |    83_7368 |    83_7368 |   10547.84 | *
    |      15M |        - |    80_7353 |    80_7353 |   10547.84 | *
    |      15M |        - |    69_7314 |    69_7314 |   10548.61 | *
    |      15M |        - |    66_7325 |    66_7325 |   10549.60 | *
    |      15M |        - |    63_7339 |    63_7339 |   10549.63 | *
    |      15M |        - |    62_7335 |    62_7335 |   10549.64 | *
    |      15M |        - |    61_7300 |    61_7300 |   10549.66 | *
    |      15M |        - |    59_7350 |    59_7350 |   10551.20 | *
    |      15M |        - |    58_7321 |    58_7321 |   10551.20 | *
    |      15M |        - |    56_7253 |    56_7253 |   10553.50 | *
    |      15M |        - |    54_7235 |    54_7235 |   10554.02 | *
    |      15M |        - |    54_7105 |    54_7105 |   10554.05 | *
    |      15M |        - |    51_7110 |    51_7110 |   10554.22 | *
    |      15M |        - |    50_7112 |    50_7112 |   10554.77 | *
    |      15M |        - |    48_7170 |    48_7170 |   10567.04 | *
    |      15M |        - |    47_7180 |    47_7180 |   10567.05 | *
    |      15M |        - |    47_7155 |    47_7155 |   10567.76 | *
    |      15M |        - |    47_7154 |    47_7154 |   10567.94 | *
    |      15M |        - |    42_7170 |    42_7170 |   10568.94 | *
    |      15M |        - |    42_7168 |    42_7168 |   10568.97 | *
    |      15M |        - |    41_7174 |    41_7174 |   10569.07 | *
    |      15M |        - |    40_7155 |    40_7155 |   10570.60 | *
    |      15M |        - |    17_7328 |    40_7155 |   10594.01 | p-3
    | ILS perturbation level=3                      |   10594.01 | 
    |      15M |        - |    17_7328 |   107_7230 |   10594.01 | p-3
    |      15M |        - |   101_7230 |   101_7230 |   10594.01 | *
    |      15M |        - |   101_7210 |   101_7210 |   10594.03 | *
    |      15M |        - |    99_7225 |    99_7225 |   10594.03 | *
    |      15M |        - |    98_7220 |    98_7220 |   10594.03 | *
    |      15M |        - |    96_7086 |    96_7086 |   10594.04 | *
    |      15M |        - |    92_7085 |    92_7085 |   10594.04 | *
    |      15M |        - |    91_7120 |    91_7120 |   10594.06 | *
    |      15M |        - |    87_7147 |    87_7147 |   10594.07 | *
    |      15M |        - |    82_7144 |    82_7144 |   10596.09 | *
    |      15M |        - |    81_7148 |    81_7148 |   10596.23 | *
    |      15M |        - |    79_7143 |    79_7143 |   10597.00 | *
    |      15M |        - |    76_7118 |    76_7118 |   10597.95 | *
    |      15M |        - |    60_7053 |    60_7053 |   10598.86 | *
    |      15M |        - |    56_7074 |    56_7074 |   10599.52 | *
    |      15M |        - |    53_7054 |    53_7054 |   10600.69 | *
    |      15M |        - |    52_7089 |    52_7089 |   10604.94 | *
    |      15M |        - |    47_7041 |    47_7041 |   10605.66 | *
    |      15M |        - |    45_7082 |    45_7082 |   10607.36 | *
    |      15M |        - |    45_7024 |    45_7024 |   10607.39 | *
    |      15M |        - |    45_7024 |    45_7024 |   10610.55 | 
    |      15M |        - |    17_7328 |    45_7024 |   10631.57 | p-3
    | ILS perturbation level=3                      |   10631.57 | 
    |      15M |        - |    17_7328 |    80_7300 |   10631.57 | p-3
    |      15M |        - |    76_7306 |    76_7306 |   10631.59 | *
    |      15M |        - |    69_7310 |    69_7310 |   10631.84 | *
    |      15M |        - |    68_7319 |    68_7319 |   10631.84 | *
    |      15M |        - |    65_7339 |    65_7339 |   10631.97 | *
    |      15M |        - |    47_7438 |    47_7438 |   10632.00 | *
    |      15M |        - |    44_7458 |    44_7458 |   10632.41 | *
    |      15M |        - |    34_7438 |    34_7438 |   10633.02 | *
    |      15M |        - |    32_7448 |    32_7448 |   10633.06 | *
    |      15M |        - |    29_7473 |    29_7473 |   10635.25 | *
    |      15M |        - |    17_7328 |    29_7473 |   10661.95 | p-3
    | ILS perturbation level=3                      |   10661.95 | 
    |      15M |        - |    17_7328 |    95_7446 |   10661.95 | p-3
    |      15M |        - |    91_7437 |    91_7437 |   10661.95 | *
    |      15M |        - |    91_7432 |    91_7432 |   10661.97 | *
    |      15M |        - |    89_7433 |    89_7433 |   10661.97 | *
    |      15M |        - |    77_7432 |    77_7432 |   10662.50 | *
    |      15M |        - |    75_7502 |    75_7502 |   10662.50 | *
    |      15M |        - |    74_7457 |    74_7457 |   10662.51 | *
    |      15M |        - |    72_7457 |    72_7457 |   10662.64 | *
    |      15M |        - |    69_7457 |    69_7457 |   10663.55 | *
    |      15M |        - |    68_7457 |    68_7457 |   10663.61 | *
    |      15M |        - |    67_7387 |    67_7387 |   10663.62 | *
    |      15M |        - |    66_7383 |    66_7383 |   10663.64 | *
    |      15M |        - |    65_7353 |    65_7353 |   10663.69 | *
